study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB1683	SAMEA1557396	ERX149183	ERR173220	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173220/ERR173220.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173220/ERR173220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173220/ERR173220_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR173/ERR173220/WB29U12_SChina_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR173/ERR173220
PRJEB1683	SAMEA1557437	ERX149184	ERR173221	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173221/ERR173221.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173221/ERR173221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173221/ERR173221_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR173/ERR173221/WB30U01_NChina_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR173/ERR173221
PRJEB1683	SAMEA1557421	ERX149185	ERR173222	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173222/ERR173222.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173222/ERR173222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173222/ERR173222_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR173/ERR173222/WB30U08_NChina_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR173/ERR173222
PRJEB1683	SAMEA1557398	ERX149186	ERR173223	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173223/ERR173223.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173223/ERR173223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173223/ERR173223_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR173/ERR173223/XI01U03_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR173/ERR173223
PRJEB1683	SAMEA1557385	ERX149187	ERR173224	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173224/ERR173224.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173224/ERR173224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/ERR173224/ERR173224_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR173/ERR173224/XI01U04_Xiang_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR173/ERR173224
PRJEB1683	SAMEA2612507	ERX509421	ERR544830	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544830/ERR544830.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544830/ERR544830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544830/ERR544830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544830/MS20M03_Meishan_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544830
PRJEB1683	SAMEA2612508	ERX509422	ERR544831	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544831/ERR544831.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544831/ERR544831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544831/ERR544831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544831/MS20M05_Meishan_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544831
PRJEB1683	SAMEA2612509	ERX509423	ERR544832	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544832/ERR544832.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544832/ERR544832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544832/ERR544832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544832/MS20U13_Meishan_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544832
PRJEB1683	SAMEA2612510	ERX509424	ERR544833	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544833/ERR544833.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544833/ERR544833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544833/ERR544833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544833/MS21M01_Meishan_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544833
PRJEB1683	SAMEA2612511	ERX509425	ERR544834	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544834/ERR544834.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544834/ERR544834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544834/ERR544834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544834/MS21M05_Meishan_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544834
PRJEB1683	SAMEA2612512	ERX509426	ERR544835	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544835/ERR544835.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544835/ERR544835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544835/ERR544835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544835/MS21M08_Meishan_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544835
PRJEB1683	SAMEA2612513	ERX509427	ERR544836	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544836/ERR544836.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544836/ERR544836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544836/ERR544836_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544836/WB21F03_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544836
PRJEB1683	SAMEA2612514	ERX509428	ERR544837	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544837/ERR544837.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544837/ERR544837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544837/ERR544837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544837/WB21F04_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544837
PRJEB1683	SAMEA2612515	ERX509429	ERR544838	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544838/ERR544838.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544838/ERR544838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544838/ERR544838_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544838/WB21M05_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544838
PRJEB1683	SAMEA2612516	ERX509430	ERR544839	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544839/ERR544839.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544839/ERR544839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544839/ERR544839_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544839/WB22F03_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544839
PRJEB1683	SAMEA2612517	ERX509431	ERR544840	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544840/ERR544840.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544840/ERR544840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544840/ERR544840_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544840/WB22F04_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544840
PRJEB1683	SAMEA2612518	ERX509432	ERR544841	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544841/ERR544841.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544841/ERR544841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544841/ERR544841_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544841/WB22M03_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544841
PRJEB1683	SAMEA2612519	ERX509433	ERR544842	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544842/ERR544842.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544842/ERR544842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544842/ERR544842_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544842/WB29U14_WBSChina_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544842
PRJEB1683	SAMEA2612520	ERX509434	ERR544843	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544843/ERR544843.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544843/ERR544843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544843/ERR544843_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544843/WB29U16_WBSChina_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544843
PRJEB1683	SAMEA2612521	ERX509435	ERR544844	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544844/ERR544844.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544844/ERR544844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544844/ERR544844_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544844/WB30U09_WBNChina_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544844
PRJEB1683	SAMEA2612522	ERX509436	ERR544845	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544845/ERR544845.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544845/ERR544845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544845/ERR544845_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544845/WB33U04_WBSamos_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544845
PRJEB1683	SAMEA2612523	ERX509437	ERR544846	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544846/ERR544846.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544846/ERR544846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544846/ERR544846_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544846/WB33U05_WBSamos_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544846
PRJEB1683	SAMEA2612524	ERX509438	ERR544847	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544847/ERR544847.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544847/ERR544847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544847/ERR544847_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544847/WB42M09_WBItaly_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544847
PRJEB1683	SAMEA2612525	ERX509439	ERR544848	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544848/ERR544848.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544848/ERR544848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544848/ERR544848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544848/WB44U06_WBItaly_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544848
PRJEB1683	SAMEA2612526	ERX509440	ERR544849	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544849/ERR544849.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544849/ERR544849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR544/ERR544849/ERR544849_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR544/ERR544849/WB44U07_WBItaly_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR544/ERR544849
PRJEB1683	SAMEA2628062	ERX516190	ERR557121	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR557/ERR557121/ERR557121.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR557/ERR557121/ERR557121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR557/ERR557121/ERR557121_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR557/ERR557121/MS20M03_Meishan1_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR557/ERR557121
PRJEB1683	SAMEA2628063	ERX516191	ERR557122	9823	Sus scrofa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR557/ERR557122/ERR557122.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR557/ERR557122/ERR557122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR557/ERR557122/ERR557122_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR557/ERR557122/MS20M05_Meishan1_rh.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR557/ERR557122
